,ID,DOI,complete,csv_post_title,crossref_API_out,title,DOI_API,title_API,title_match,DOI_match
426,113,10.1093/cid/cis499,"Crook DW, Walker AS, Kean Y, Weiss K, Cornely OA, Miller M, Esposito R, Louie TJ, Stoesser NE, Young BC, Angus BJ, Gorbach S, Peto TEA, on behalf of the Study 003/004 teams. Fidaxomicin versus vancomycin for Clostridium difficile infection: meta-analysis of pivotal randomized controlled trials.   Aug;55(Suppl 2):S93-103. doi: 10.1093/cid/cis499.",Fidaxomicin versus vancomycin for Clostridium difficile infection: meta-analysis of pivotal randomized controlled trials,"{'title': ['Fidaxomicin Versus Vancomycin for Clostridium difficile Infection: Meta-analysis of Pivotal Randomized Controlled Trials'], 'DOI': '10.1093/cid/cis499'}",['Fidaxomicin Versus Vancomycin for Clostridium difficile Infection: Meta-analysis of Pivotal Randomized Controlled Trials'],10.1093/cid/cis499,Fidaxomicin Versus Vancomycin for Clostridium difficile Infection: Meta-analysis of Pivotal Randomized Controlled Trials,True,True
427,517,10.1016/S1470-2045(13)70136-0,"Crosby T, Hurt CN, Falk S, Gollins S, Mukherjee S, Staffurth J, Ray R, Bashir N, Bridgewater JA, Geh JI, Cunningham D, Blazeby J, Roy R, Maughan T, Griffiths G. Chemoradiotherapy with or without cetuximab in patients with oesophageal cancer (SCOPE1): a multicentre, phase 2/3 randomised trial.   Jun;14(7):627-37. doi: 10.1016/S1470-2045(13)70136-0.","Chemoradiotherapy with or without cetuximab in patients with oesophageal cancer (SCOPE1): a multicentre, phase 2/3 randomised trial","{'title': ['Chemoradiotherapy with or without cetuximab in patients with oesophageal cancer (SCOPE1): a multicentre, phase 2/3 randomised trial'], 'DOI': '10.1016/s1470-2045(13)70136-0'}","['Chemoradiotherapy with or without cetuximab in patients with oesophageal cancer (SCOPE1): a multicentre, phase 2/3 randomised trial']",10.1016/s1470-2045(13)70136-0,"Chemoradiotherapy with or without cetuximab in patients with oesophageal cancer (SCOPE1): a multicentre, phase 2/3 randomised trial",True,True
428,2342,,"Crosby T, Hurt CN, Falk S, Gollins S, Staffurth J, Ray R, et al. Long-term results and recurrence patterns from SCOPE-1: a phase II/III randomised trial of definitive chemoradiotherapy +/- cetuximab in oesophageal cancer. Br J Cancer. 2017;116(6):709-16.",Long-term results and recurrence patterns from SCOPE-1: a phase II/III randomised trial of definitive chemoradiotherapy +/- cetuximab in oesophageal cancer.,"{'title': ['Long-term results and recurrence patterns from SCOPE-1: a phase II/III randomised trial of definitive chemoradiotherapy +/− cetuximab in oesophageal cancer'], 'DOI': '10.1038/bjc.2017.21'}",['Long-term results and recurrence patterns from SCOPE-1: a phase II/III randomised trial of definitive chemoradiotherapy +/− cetuximab in oesophageal cancer'],10.1038/bjc.2017.21,Long-term results and recurrence patterns from SCOPE-1: a phase II/III randomised trial of definitive chemoradiotherapy +/− cetuximab in oesophageal cancer,False,False
429,24,,"Cross SE, Hughes SJ, Clark A, Gray DW, Johnson PR. Collagenase does not persist in human islets following isolation.   Apr 2.",Collagenase does not persist in human islets following isolation,"{'title': ['Collagenase does Not Persist in Human Islets following Isolation'], 'DOI': '10.3727/096368912x636975'}",['Collagenase does Not Persist in Human Islets following Isolation'],10.3727/096368912x636975,Collagenase does Not Persist in Human Islets following Isolation,True,False
430,874,,"Cruchaga C, Karch CM, Jin SC, Benitez BA, Cai Y, Guerreiro R, Harari O, Norton J, Budde J, Bertelsen S, Jeng AT, Cooper B, Skorupa T, Carrell D, Levitch D, Hsu S, Choi J, Ryten M; UK Brain Expression Consortium, Hardy J, Trabzuni D, Weale ME, Ramasamy A, Smith C, Sassi C, Bras J, Gibbs JR, Hernandez DG, Lupton MK, Powell J, Forabosco P, Ridge PG, Corcoran CD, Tschanz JT, Norton MC, Munger RG, Schmutz C, Leary M, Demirci FY, Bamne MN, Wang X, Lopez OL, Ganguli M, Medway C, Turton J, Lord J, Braae A, Barber I, Brown K; Alzheimer's Research UK Consortium, Passmore P, Craig D, Johnston J, McGuinness B, Todd S, Heun R, KÃ•_lsch H, Kehoe PG, Hooper NM, Vardy ER, Mann DM, Pickering-Brown S, Kalsheker N, Lowe J, Morgan K, David Smith A, Wilcock G, Warden D, Holmes C, Pastor P, Lorenzo-Betancor O, Brkanac Z, Scott E, Topol E, Rogaeva E, Singleton AB, Kamboh MI, St George-Hyslop P, Cairns N, Morris JC, Kauwe JS, Goate AM. Rare coding variants in the phospholipase D3 gene confer risk for Alzheimer' s disease.   Jan 23;505(7484):550-4.",Rare coding variants in the phospholipase D3 gene confer risk for Alzheimer's disease,"{'title': ['Rare coding variants in the phospholipase D3 gene confer risk for Alzheimer’s disease'], 'DOI': '10.1038/nature12825'}",['Rare coding variants in the phospholipase D3 gene confer risk for Alzheimer’s disease'],10.1038/nature12825,Rare coding variants in the phospholipase D3 gene confer risk for Alzheimer’s disease,False,False
431,698,10.1155/2013/843282,"Cubitt J.J, Khan A.A, Royston E, Rughani MG, Middleton MR, Budny P.G. Melanoma in Buckinghamshire: Data from the Inception of the Skin Cancer Multidisciplinary Team.   Oct. doi:10.1155/2013/843282.",Melanoma in Buckinghamshire: Data from the Inception of the Skin Cancer Multidisciplinary Team,"{'title': ['Melanoma in Buckinghamshire: Data from the Inception of the Skin Cancer Multidisciplinary Team'], 'DOI': '10.1155/2013/843282'}",['Melanoma in Buckinghamshire: Data from the Inception of the Skin Cancer Multidisciplinary Team'],10.1155/2013/843282,Melanoma in Buckinghamshire: Data from the Inception of the Skin Cancer Multidisciplinary Team,True,True
432,1092,10.1093/eurheartj/eht434,"Cuculi F, Dall'Armellina E, Manlhiot C, De Caterina AR, Colyer S, Ferreira V, Morovat A, Prendergast BD, Forfar JC, Alp NJ, Choudhury RP, Neubauer S, Channon KM, Banning AP, Kharbanda RK. Early change in invasive measures of microvascular function can predict myocardial recovery following PCI for ST-elevation myocardial infarction.   Aug;35(29):1971-80. doi: 10.1093/eurheartj/eht434. Epub 2013 Oct 17.",Early change in invasive measures of microvascular function can predict myocardial recovery following PCI for ST-elevation myocardial infarction,"{'title': ['Early change in invasive measures of microvascular function can predict myocardial recovery following PCI for ST-elevation myocardial infarction'], 'DOI': '10.1093/eurheartj/eht434'}",['Early change in invasive measures of microvascular function can predict myocardial recovery following PCI for ST-elevation myocardial infarction'],10.1093/eurheartj/eht434,Early change in invasive measures of microvascular function can predict myocardial recovery following PCI for ST-elevation myocardial infarction,True,True
433,589,,"Cuculi F, Herring N, De Caterina AR, Banning AP, Prendergast BD, Forfar JC et al. Relationship of plasma neuropeptide Y with angiographic, electrocardiographic and coronary physiology indices of reperfusion during ST elevation myocardial infarction.   Aug;99(16):1198-203.","Relationship of plasma neuropeptide Y with angiographic, electrocardiographic and coronary physiology indices of reperfusion during ST elevation myocardial infarction","{'title': ['Relationship of plasma neuropeptide Y with angiographic, electrocardiographic and coronary physiology indices of reperfusion during ST elevation myocardial infarction'], 'DOI': '10.1136/heartjnl-2012-303443'}","['Relationship of plasma neuropeptide Y with angiographic, electrocardiographic and coronary physiology indices of reperfusion during ST elevation myocardial infarction']",10.1136/heartjnl-2012-303443,"Relationship of plasma neuropeptide Y with angiographic, electrocardiographic and coronary physiology indices of reperfusion during ST elevation myocardial infarction",True,False
434,2129,10.1038/nrgastro.2016.132,"Culver EL, Chapman RW. IgG4-related hepatobiliary disease: an overview.   Oct;13(10):601-12. doi: 10.1038/nrgastro.2016.132. Epub 2016 Sep 14..",IgG4-related hepatobiliary disease: an overview,"{'title': ['Hepatobiliary and Pancreatic: Burkitt lymphoma mimicking IgG4-related disease'], 'DOI': '10.1111/jgh.14276'}",['Hepatobiliary and Pancreatic: Burkitt lymphoma mimicking IgG4-related disease'],10.1111/jgh.14276,Hepatobiliary and Pancreatic: Burkitt lymphoma mimicking IgG4-related disease,False,False
435,2030,10.1038/ajg.2016.40,"Culver EL, Sadler R, Simpson D, Cargill T, Makuch M, Bateman AC, Ellis AJ, Collier J, Chapman RW, Klenerman P, Barnes E, Ferry B.. Elevated Serum IgG4 Levels in Diagnosis, Treatment Response, Organ Involvement, and Relapse in a Prospective IgG4-Related Disease UK Cohort..   May;111(5):733-43. doi: 10.1038/ajg.2016.40. Epub 2016 Apr 19.","Elevated Serum IgG4 Levels in Diagnosis, Treatment Response, Organ Involvement, and Relapse in a Prospective IgG4-Related Disease UK Cohort.","{'title': ['Elevated Serum IgG4 Levels in Diagnosis, Treatment Response, Organ Involvement, and Relapse in a Prospective IgG4-Related Disease UK Cohort'], 'DOI': '10.1038/ajg.2016.40'}","['Elevated Serum IgG4 Levels in Diagnosis, Treatment Response, Organ Involvement, and Relapse in a Prospective IgG4-Related Disease UK Cohort']",10.1038/ajg.2016.40,"Elevated Serum IgG4 Levels in Diagnosis, Treatment Response, Organ Involvement, and Relapse in a Prospective IgG4-Related Disease UK Cohort",False,True
436,1819,10.1136/annrheumdis-2014-206405,"Culver EL, Vermeulen E, Makuch M, van Leeuwen A, Sadler R, Cargill T, Klenerman P, Aalberse RC, van Ham SM, Barnes E, Rispens T.. Increased IgG4 responses to multiple food and animal antigens indicate a polyclonal expansion and differentiation of pre-existing B cells in IgG4-related disease.   May;74(5):944-7. doi: 10.1136/annrheumdis-2014-206405. Epub 2015 Feb 2..",Increased IgG4 responses to multiple food and animal antigens indicate a polyclonal expansion and differentiation of pre-existing B cells in IgG4-related disease,"{'title': ['Increased IgG4 responses to multiple food and animal antigens indicate a polyclonal expansion and differentiation of pre-existing B cells in IgG4-related disease'], 'DOI': '10.1136/annrheumdis-2014-206405'}",['Increased IgG4 responses to multiple food and animal antigens indicate a polyclonal expansion and differentiation of pre-existing B cells in IgG4-related disease'],10.1136/annrheumdis-2014-206405,Increased IgG4 responses to multiple food and animal antigens indicate a polyclonal expansion and differentiation of pre-existing B cells in IgG4-related disease,True,True
437,2208,10.1136/gutjnl-2016-311433,"Culver EL, Wang LM, Bungay H, Chapman RW, Collier J. A rare cause of colonic thickening and lymphadenopathy.   Jun. pii: gutjnl-2016-311433. doi: 10.1136/gutjnl-2016-311433. [Epub ahead of print].",A rare cause of colonic thickening and lymphadenopathy,"{'title': ['A rare cause of colonic thickening and lymphadenopathy'], 'DOI': '10.1136/gutjnl-2016-311433'}",['A rare cause of colonic thickening and lymphadenopathy'],10.1136/gutjnl-2016-311433,A rare cause of colonic thickening and lymphadenopathy,True,True
438,836,,"Cunha R, Loiseau P, Ruggeri A, Sanz G, Michel G, Paolaiori A et al. Impact of HLA mismatch direction on outcomes after umbilical cord blood transplantation for hematological malignant disorders: a retrospective Eurocord-EBMT analysis.   Jan;49(1):24-Sep.",Impact of HLA mismatch direction on outcomes after umbilical cord blood transplantation for hematological malignant disorders: a retrospective Eurocord-EBMT analysis,"{'title': ['Erratum: Impact of HLA mismatch direction on outcomes after umbilical cord blood transplantation for hematological malignant disorders: a retrospective Eurocord-EBMT analysis'], 'DOI': '10.1038/bmt.2014.82'}",['Erratum: Impact of HLA mismatch direction on outcomes after umbilical cord blood transplantation for hematological malignant disorders: a retrospective Eurocord-EBMT analysis'],10.1038/bmt.2014.82,Erratum: Impact of HLA mismatch direction on outcomes after umbilical cord blood transplantation for hematological malignant disorders: a retrospective Eurocord-EBMT analysis,False,False
439,1443,10.1016/j.jinf.2014.09.009,"Curtis N, Pollard AJ, Finn A.. Hot topics in infection and immunity in children.   Nov. 69 Suppl 1:S1. doi: 10.1016/j.jinf.2014.09.009. Epub 2014 Oct 7.",Hot topics in infection and immunity in children,"{'title': ['Hot topics in epigenetic mechanisms of aging: 2011'], 'DOI': '10.1111/j.1474-9726.2012.00806.x'}",['Hot topics in epigenetic mechanisms of aging: 2011'],10.1111/j.1474-9726.2012.00806.x,Hot topics in epigenetic mechanisms of aging: 2011,False,False
440,2203,10.1002/stem.2388,"Dafinca R, Scaber J, Ababneh N, Lalic T, Weir G, Christian H et al. C9orf72 Hexanucleotide Expansions Are Associated with Altered Endoplasmic Reticulum Calcium Homeostasis and Stress Granule Formation in Induced Pluripotent Stem Cell-Derived Neurons from Patients with Amyotrophic Lateral Sclerosis and Frontotemporal Dementia.   Aug;34(8):2063-78. doi: 10.1002/stem.2388. Epub 2016 May 4.",C9orf72 Hexanucleotide Expansions Are Associated with Altered Endoplasmic Reticulum Calcium Homeostasis and Stress Granule Formation in Induced Pluripotent Stem Cell-Derived Neurons from Patients with Amyotrophic Lateral Sclerosis and Frontotemporal Dementia,"{'title': ['C9orf72 Hexanucleotide Expansions Are Associated with Altered Endoplasmic Reticulum Calcium Homeostasis and Stress Granule Formation in Induced Pluripotent Stem Cell-Derived Neurons from Patients with Amyotrophic Lateral Sclerosis and Frontotemporal Demen'], 'DOI': '10.1002/stem.2388'}",['C9orf72 Hexanucleotide Expansions Are Associated with Altered Endoplasmic Reticulum Calcium Homeostasis and Stress Granule Formation in Induced Pluripotent Stem Cell-Derived Neurons from Patients with Amyotrophic Lateral Sclerosis and Frontotemporal Demen'],10.1002/stem.2388,C9orf72 Hexanucleotide Expansions Are Associated with Altered Endoplasmic Reticulum Calcium Homeostasis and Stress Granule Formation in Induced Pluripotent Stem Cell-Derived Neurons from Patients with Amyotrophic Lateral Sclerosis and Frontotemporal Demen,False,True
