,ID,DOI,complete,csv_post_title,crossref_API_out
1831,718,,"Sabate M, Brugaletta S, Abizaid A, Banning A, Bartorelli A, Dzavik V et al. Drug eluting stent implantation in patients requiring concomitant vitamin K antagonist therapy. One-year outcome of the worldwide e-SELECT registry.   Oct 3;168(3):2522-7.",Drug eluting stent implantation in patients requiring concomitant vitamin K antagonist therapy. One-year outcome of the worldwide e-SELECT registry,"{'title': ['Drug eluting stent implantation in patients requiring concomitant vitamin K antagonist therapy. One-year outcome of the worldwide e-SELECT registry'], 'DOI': '10.1016/j.ijcard.2013.03.064'}"
1832,673,,"Sabater-Lleal M, Huang J, Chasman D, Naitza S, Dehghan A, Johnson AD et al. Multiethnic meta-analysis of genome-wide association studies in >100 000 subjects identifies 23 fibrinogen-associated Loci but no strong evidence of a causal association between circulating fibrinogen and cardiovascular disease.   Sep 17;128(12):1310-24.",Multiethnic meta-analysis of genome-wide association studies in >100 000 subjects identifies 23 fibrinogen-associated Loci but no strong evidence of a causal association between circulating fibrinogen and cardiovascular disease,None
1833,1884,,"Sadarangani M, Hoe CJ, Makepeace K, Van Der PL, Pollard AJ. Phase variation of Opa proteins of Neisseria meningitidis and the effects of bacterial transformation..   Mar;41(1):13-9.",Phase variation of Opa proteins of Neisseria meningitidis and the effects of bacterial transformation.,"{'title': ['Phase variation of Opa proteins of Neisseria meningitidis and the effects of bacterial transformation'], 'DOI': '10.1007/s12038-016-9588-y'}"
1834,233,10.1371/journal.pone.0051045,"Sadarangani M, Hoe JC, Callaghan MJ, Jones C, Chan H, Makepeace K, Daniels-Treffandier H, Deadman ME, Bayliss C, Feavers I, van der Ley P, Pollard AJ. Construction of opa-positive and opa-negative strains of Neisseria meningitidis to evaluate a novel meningococcal vaccine.   Dec;7(12):e51045. doi: 10.1371/journal.pone.0051045. Epub 2012 Dec 12.",Construction of opa-positive and opa-negative strains of Neisseria meningitidis to evaluate a novel meningococcal vaccine,"{'title': ['Correction: Construction of Opa-Positive and Opa-Negative Strains of Neisseria meningitidis to Evaluate a Novel Meningococcal Vaccine'], 'DOI': '10.1371/annotation/900641dd-0b06-4a77-9e2c-b7161dd49e1d'}"
1835,1814,10.1016/j.cmi.2016.03.006,"Sadarangani M, Pollard AJ. Can we control all-cause meningococcal disease in Europe?.   Apr;S1198-743X(16):30021-0. doi: 10.1016/j.cmi.2016.03.006. [Epub ahead of print].",Can we control all-cause meningococcal disease in Europe?,"{'title': ['Can we control all-cause meningococcal disease in Europe?'], 'DOI': '10.1016/j.cmi.2016.03.006'}"
1836,1163,,"Sadarangani M, Willis L, Kadambari S, Gormley S, Young Z, Beckley R et al. Childhood meningitis in the conjugate vaccine era: a prospective cohort study.   Sep 25.",Childhood meningitis in the conjugate vaccine era: a prospective cohort study,"{'title': ['Conjugate vaccine introduction in the African meningitis belt: meeting surveillance objectives'], 'DOI': '10.1111/tmi.12009'}"
1837,1140,10.1002/cyto.b.21165,"Sadler R, Bateman EA, Heath V, Patel SY, Schwingshackl PP, Cullinane AC, Ayers L, Ferry BL.. Establishment of a healthy human range for the whole blood  'OX40'  assay for the detection of antigen-specific CD4+ T cells by flow cytometry.   Sep;86(5):350-61. doi: 10.1002/cyto.b.21165. Epub 2014 May 14.",Establishment of a healthy human range for the whole blood 'OX40' assay for the detection of antigen-specific CD4+ T cells by flow cytometry,"{'title': ['Establishment of a healthy human range for the whole blood “OX40” assay for the detection of antigen-specific CD4+ T cells by flow cytometry'], 'DOI': '10.1002/cyto.b.21165'}"
1838,451,,"Sado DM, White SK, Piechnik SK, Banypersad SM, Treibel T, Captur G et al. Identification and assessment of Anderson-Fabry disease by cardiovascular magnetic resonance noncontrast myocardial T1 mapping.   May 1;6(3):392-8.",Identification and assessment of Anderson-Fabry disease by cardiovascular magnetic resonance noncontrast myocardial T1 mapping,"{'title': ['Identification and Assessment of Anderson-Fabry Disease by Cardiovascular Magnetic Resonance Noncontrast Myocardial T1 Mapping'], 'DOI': '10.1161/circimaging.112.000070'}"
1839,2198,,"Sahan KM, Channon KM, Choudhury RP, Kharbanda RK, Lee R, Sheehan M. Refining the Enrolment Process in Emergency Medicine Research.   Apr;4(1):506-510.",Refining the Enrolment Process in Emergency Medicine Research,"{'title': ['Emergency Medicine Research: To Infinity and Beyond!'], 'DOI': '10.1111/j.1553-2712.2011.01190.x'}"
1840,1667,10.1530/ERC-15-0081,"Sahasrabudhe R, Estrada A, Lott P, Martin L, Polanco Echeverry G, Velez A et al. The 8q24 rs6983267G variant is associated with increased thyroid cancer risk.   Oct;22(5):841-9. doi: 10.1530/ERC-15-0081. Epub 2015 Aug 19.",The 8q24 rs6983267G variant is associated with increased thyroid cancer risk,"{'title': ['The 8q24 rs6983267G variant is associated with increased thyroid cancer risk'], 'DOI': '10.1530/erc-15-0081'}"
1841,79,,"Salari K, Watkins H, Ashley EA. Personalized medicine: hope or hype?.   Jul.",Personalized medicine: hope or hype?,"{'title': ['Personalized medicine: hope or hype'], 'DOI': '10.1093/eurheartj/ehs089'}"
1842,1415,10.1016/j.jstrokecerebrovasdis.2014.12.004,"Sales M, Quain D, Lasserson D, Levi C, Oldmeadow C, Jiwa M, Parsons M, Russell M, Clarey J, Magin P. Quality of referrals and guideline compliance for time to consultation at an acute neurovascular clinic.   Apr;24(4):874-80. doi: 10.1016/j.jstrokecerebrovasdis.2014.12.004. Epub 2015 Feb 26..",Quality of referrals and guideline compliance for time to consultation at an acute neurovascular clinic,"{'title': ['Quality of Referrals and Guideline Compliance for Time to Consultation at an Acute Neurovascular Clinic'], 'DOI': '10.1016/j.jstrokecerebrovasdis.2014.12.004'}"
1843,788,10.1084/jem.20130351,"Salimi M, Barlow JL, Saunders SP, Xue L, Gutowska-Owsiak D, Wang X, Huang LC, Johnson D, Scanlon ST, McKenzie AN, Fallon PG, Ogg GS. A role for IL-25 and IL-33-driven type-2 innate lymphoid cells in atopic dermatitis.   Dec;210(13):2939-50. doi: 10.1084/jem.20130351. Epub 2013 Dec 9.",A role for IL-25 and IL-33-driven type-2 innate lymphoid cells in atopic dermatitis,"{'title': ['Possible pathogenic role of T helper type 9 cells and interleukin (IL)-9 in atopic dermatitis'], 'DOI': '10.1111/cei.12198'}"
1844,1811,10.1111/ced.12802,"Salimi M, Subramaniam S, Selvakumar T, Wang X, Zemenides S, Johnson D, Ogg G.. Enhanced isolation of lymphoid cells from human skin..   Jan 25. doi: 10.1111/ced.12802. [Epub ahead of print].",Enhanced isolation of lymphoid cells from human skin.,"{'title': ['Enhanced isolation of lymphoid cells from human skin'], 'DOI': '10.1111/ced.12802'}"
1845,1817,10.4049/jimmunol.1501102,"Salimi M, Xue L, Jolin H, Hardman C, Cousins DJ, McKenzie AN, Ogg GS.. Group 2 Innate Lymphoid Cells Express Functional NKp30 Receptor Inducing Type 2 Cytokine  Production.   Jan 1;196(1):45-54. doi: 10.4049/jimmunol.1501102. Epub 2015 Nov 18..",Group 2 Innate Lymphoid Cells Express Functional NKp30 Receptor Inducing Type 2 Cytokine  Production,"{'title': ['Group 2 Innate Lymphoid Cells Express Functional NKp30 Receptor Inducing Type 2 Cytokine Production'], 'DOI': '10.4049/jimmunol.1501102'}"
1846,959,,"Salimi-Khorshidi G, Douaud G, Beckmann CF, Glasser MF, Griffanti L, Smith SM.. Automatic denoising of functional MRI data: combining independent component analysis and hierarchical fusion of classifiers.   Apr 15;90:449-68. .",Automatic denoising of functional MRI data: combining independent component analysis and hierarchical fusion of classifiers,"{'title': ['Automatic denoising of functional MRI data: Combining independent component analysis and hierarchical fusion of classifiers'], 'DOI': '10.1016/j.neuroimage.2013.11.046'}"
1847,1285,10.1073/pnas.1413935112,"Salio M, Puleston DJ, Mathan TS, Shepherd D, Stranks AJ, Adamopoulou E, Veerapen N, Besra GS, Hollander GA, Simon AK, Cerundolo V.. Essential role for autophagy during invariant NKT cell development.   Dec 30;111:5678-811. doi: 10.1073/pnas.1413935112. Epub 2014 Dec 15..",Essential role for autophagy during invariant NKT cell development,"{'title': ['Essential role for autophagy during invariant NKT cell development'], 'DOI': '10.1073/pnas.1413935112'}"
1848,2112,10.1016/j.cortex.2016.06.002,"Salvato G, Patai EZ, McCloud T, Nobre AC. Apolipoprotein ɛ4 breaks the association between declarative long-term memory and memory-based orienting of spatial attention in middle-aged individuals.   Sep;82:206-16. doi: 10.1016/j.cortex.2016.06.002. Epub 2016 Jun 13.",Apolipoprotein ɛ4 breaks the association between declarative long-term memory and memory-based orienting of spatial attention in middle-aged individuals,"{'title': ['Apolipoprotein ɛ4 breaks the association between declarative long-term memory and memory-based orienting of spatial attention in middle-aged individuals'], 'DOI': '10.1016/j.cortex.2016.06.002'}"
1849,1680,10.1016/j.cortex.2015.10.019,"Salvato G, Patai EZ, Nobre AC. Preserved memory-based orienting of attention with impaired explicit memory in healthy ageing.   Jan;74:67-78. doi: 10.1016/j.cortex.2015.10.019. Epub 2015 Nov 5..",Preserved memory-based orienting of attention with impaired explicit memory in healthy ageing,"{'title': ['Preserved memory-based orienting of attention with impaired explicit memory in healthy ageing'], 'DOI': '10.1016/j.cortex.2015.10.019'}"
1850,1342,10.1016/j.neuroimage.2014.11.032,"Sampaio-Baptista C, Filippini N, Stagg CJ, Near J, Scholz J, Johansen-Berg H. Changes in functional connectivity and GABA levels with long-term motor learning.   Feb 1;106:15-20. doi: 10.1016/j.neuroimage.2014.11.032. Epub 2014 Nov 21.",Changes in functional connectivity and GABA levels with long-term motor learning,"{'title': ['Changes in functional connectivity and GABA levels with long-term motor learning'], 'DOI': '10.1016/j.neuroimage.2014.11.032'}"
1851,1664,10.1371/journal.pone.0140345,"Sanders H, Norheim G, Chan H, Dold C, Vipond C, Derrick JP, Pollard AJ, Maiden MC, Feavers IM. FetA antibodies induced by an outer membrane vesicle vaccine derived from a serogroup B meningococcal isolate with constitutive FetA expression.   Oct 14;10(10):e0140345. doi:10.1371/journal.pone.0140345. eCollection 2015..",FetA antibodies induced by an outer membrane vesicle vaccine derived from a serogroup B meningococcal isolate with constitutive FetA expression,"{'title': ['FetA Antibodies Induced by an Outer Membrane Vesicle Vaccine Derived from a Serogroup B Meningococcal Isolate with Constitutive FetA Expression'], 'DOI': '10.1371/journal.pone.0140345'}"
1852,2403,10.1681/ASN.2016020231,"Sandholm N, Van Zuydam N, Ahlqvist E, Juliusdottir T, Deshmukh HA, Rayner NW, et al. The Genetic Landscape of Renal Complications in Type 1 Diabetes. J Am Soc Nephrol. 2017;28(2):557-74.
",The Genetic Landscape of Renal Complications in Type 1 Diabetes. ,"{'title': ['The Genetic Landscape of Renal Complications in Type 1 Diabetes'], 'DOI': '10.1681/asn.2016020231'}"
1853,1333,10.1093/jac/dku383,"Sandoe JA, Barlow G, Chambers JB, Gammage M, Guleri A, Howard P, Olson E, Perry JD, Prendergast BD, Spry MJ, Steeds RP, Tayebjee MH, Watkin R. Guidelines for the diagnosis, prevention and management of implantable cardiac electronic device infection. Report of a joint Working Party project on behalf of the British Society for Antimicrobial Chemotherapy (BSAC, host organization), British Heart Rhythm Society (BHRS), British Cardiovascular Society (BCS), British Heart Valve Society (BHVS) and British Society for Echocardiography (BSE).   Feb;70(2):325-59. doi: 10.1093/jac/dku383. Epub 2014 Oct 29.","Guidelines for the diagnosis, prevention and management of implantable cardiac electronic device infection. Report of a joint Working Party project on behalf of the British Society for Antimicrobial Chemotherapy (BSAC, host organization), British Heart Rhythm Society (BHRS), British Cardiovascular Society (BCS), British Heart Valve Society (BHVS) and British Society for Echocardiography (BSE)","{'title': ['Guidelines for the diagnosis, prevention and management of implantable cardiac electronic device infection. Report of a joint Working Party project on behalf of the British Society for Antimicrobial Chemotherapy (BSAC, host organization), British Heart Rhythm Society (BHRS), British Cardiovascular Society (BCS), British Heart Valve Society (BHVS) and British Society for Echocardiography (BSE)'], 'DOI': '10.1093/jac/dku383'}"
1854,2378,10.1093/hmg/ddw412,"Sandor C, Robertson P, Lang C, Heger A, Booth H, Vowles J, et al. Transcriptomic profiling of purified patient-derived dopamine neurons identifies convergent perturbations and therapeutics for Parkinson's disease. Hum Mol Genet. 2017;26(3):552-66.
",Transcriptomic profiling of purified patient-derived dopamine neurons identifies convergent perturbations and therapeutics for Parkinson's disease. ,"{'title': ['Transcriptomic profiling of purified patient-derived dopamine neurons identifies convergent perturbations and therapeutics for Parkinson’s disease'], 'DOI': '10.1093/hmg/ddw412'}"
1855,682,,"Sanjuan-Pla A, Macaulay IC, Jensen CT, Woll PS, Luis TC, Mead A et al. Platelet-biased stem cells reside at the apex of the haematopoietic stem-cell hierarchy.   Oct;502(7470):232-6.",Platelet-biased stem cells reside at the apex of the haematopoietic stem-cell hierarchy,"{'title': ['Platelet-biased stem cells reside at the apex of the haematopoietic stem-cell hierarchy'], 'DOI': '10.1038/nature12495'}"
1856,1167,,"Sassi C, Guerreiro R, Gibbs R, Ding J, Lupton MK, Troakes C, Lunnon K, Al-Sarraj S, Brown KS, Medway C, Lord J, Turton J, Mann D, Snowden J, Neary D, Harris J, Bras J; ARUK Consortium, Morgan K, Powell JF, Singleton A, Hardy J. Exome sequencing identifies 2 novel presenilin 1 mutations (p.L166V and p.S230R) in British early-onset Alzheimer' s disease.   Oct;35(10):2422.e13-6.",Exome sequencing identifies 2 novel presenilin 1 mutations (p.L166V and p.S230R) in British early-onset Alzheimer's disease,"{'title': ['Whole-Exome sequencing identifies novelLEPRmutations in individuals with severe early onset obesity'], 'DOI': '10.1002/oby.20492'}"
1857,1193,,"Satti I, Meyer J, Harris SA, Manjaly Thomas ZR, Griffiths K, Antrobus RD et al. Safety and immunogenicity of a candidate tuberculosis vaccine MVA85A delivered by aerosol in BCG-vaccinated healthy adults: a phase 1, double-blind, randomised controlled trial.   Oct;14(10):939-46.","Safety and immunogenicity of a candidate tuberculosis vaccine MVA85A delivered by aerosol in BCG-vaccinated healthy adults: a phase 1, double-blind, randomised controlled trial","{'title': ['Safety and immunogenicity of a candidate tuberculosis vaccine MVA85A delivered by aerosol in BCG-vaccinated healthy adults: a phase 1, double-blind, randomised controlled trial'], 'DOI': '10.1016/s1473-3099(14)70845-x'}"
1858,961,10.1371/journal.pgen.1004285,"Sawyer E, Roylance R, Petridis C, Brook MN, Nowinski S, Papouli E, Fletcher O, Pinder S, Hanby A, Kohut K, Gorman P, Caneppele M, Peto J, Dos Santos Silva I, Johnson N, Swann R, Dwek M, Perkins KA, Gillett C, Houlston R, Ross G, De Ieso P, Southey MC, Hopper JL, Provenzano E, Apicella C, Wesseling J, Cornelissen S, Keeman R, Fasching PA, Jud SM, Ekici AB, Beckmann MW, Kerin MJ, Marme F, Schneeweiss A, Sohn C, Burwinkel B, GuÅ½nel P, Truong T, Laurent-Puig P, Kerbrat P, Bojesen SE, Nordestgaard BG, Nielsen SF, Flyger H, Milne RL, Perez JI, MenÅ½ndez P, Benitez J, Brenner H, Dieffenbach AK, Arndt V, Stegmaier C, Meindl A, Lichtner P, Schmutzler RK, Lochmann M, Brauch H, Fischer HP, Ko YD, GENICA Network, Nevanlinna H, Muranen TA, AittomÃ•_ki K, Blomqvist C, Bogdanova NV, DÃ•_rk T, Lindblom A, Margolin S, Mannermaa A, Kataja V, Kosma VM, Hartikainen JM, Chenevix-Trench G, Investigators K, Lambrechts D, Weltens C, Van Limbergen E, Hatse S, Chang-Claude J, Rudolph A, Seibold P, Flesch-Janys D, Radice P, Peterlongo P, Bonanni B, Volorio S, Giles GG, Severi G, Baglietto L, McLean CA, Haiman CA, Henderson BE, Schumacher F, Le Marchand L, Simard J, Goldberg MS, LabrÃ•Å’che F, Dumont M, Kristensen V, Winqvist R, PylkÃ•_s K, Jukkola-Vuorinen A, Kauppila S, Andrulis IL, Knight JA, Glendon G, Mulligan AM, Devillee P, Tollenaar RA, Seynaeve CM, Kriege M, Figueroa J, Chanock SJ, Sherman ME, Hooning MJ, Hollestelle A, van den Ouweland AM, van Deurzen CH, Li J, Czene K, Humphreys K, Cox A, Cross SS, Reed MW, Shah M, Jakubowska A, Lubinski J, Jaworska-Bieniek K, Durda K, Swerdlow A, Ashworth A, Orr N, Schoemaker M, Couch FJ, Hallberg E, GonzÃ•Âlez-Neira A, Pita G, Alonso MR, Tessier DC, Vincent D, Bacot F, Bolla MK, Wang Q, Dennis J, Michailidou K, Dunning AM, Hall P, Easton D, Pharoah P, Schmidt MK, Tomlinson I, Garcia-Closas M. Genetic predisposition to in situ and invasive lobular carcinoma of the breast.   Apr 17;10(4):e1004285. doi: 10.1371/journal.pgen.1004285.",Genetic predisposition to in situ and invasive lobular carcinoma of the breast,"{'title': ['Population-based study of the sensitivity of axillary ultrasound imaging in the preoperative staging of node-positive invasive lobular carcinoma of the breast'], 'DOI': '10.1002/bjs.10791'}"
