FinalDOI,ID,complete,api_add,times_cited,recent_citations,highly_cited_1,highly_cited_5,highly_cited_10,relative_citation_ratio,field_citation_ratio,license
10.1159/000342877,270,"ayers l, stoewhas a-c, ferry b, stradling j, kohler m. elevated levels of endothelial cell-derived microparticles following short-term withdrawal of continuous positive airway pressure in patients with obstructive sleep apnea: data from a randomized controlled trial.   jan;85:478-485. doi: 10.1159/000342877 published online november 13 2012.","{'doi': '10.1159/000342877', 'times_cited': 17, 'recent_citations': 3, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.83, 'field_citation_ratio': 4.7, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",17.0,3.0,False,False,False,0.83,4.7,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.ajhg.2013.12.010,809,"ayub q, moutsianas l, chen y, panoutsopoulou k, colonna v, pagani l, prokopenko i, ritchie gr, tyler-smith c, mccarthy mi, zeggini e, xue y. revisiting the thrifty gene hypothesis via 65 loci associated with susceptibility to type 2 diabetes.   feb;94(2):176-85.","{'doi': '10.1016/j.ajhg.2013.12.010', 'times_cited': 46, 'recent_citations': 12, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.6, 'field_citation_ratio': 6.01, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",46.0,12.0,False,False,False,1.6,6.01,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1371/journal.pone.0107105,1126,"bã•_hnemann c, li s, yu h, branford white h, schã•_fer kl, llombart-bosch a et al. quantification of the heterogeneity of prognostic cellular biomarkers in ewing sarcoma using automated image and random survival forest analysis.   sep;9(9). ecollection 2014, doi: 10.1371/journal.pone.0107105.","{'doi': '10.1371/journal.pone.0107105', 'times_cited': 7, 'recent_citations': 2, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.31, 'field_citation_ratio': 3.07, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",7.0,2.0,False,False,False,0.31,3.07,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/ng.2694,585,"bã•ã´nnelykke k, matheson mc, pers th, granell r, strachan dp, alves ac, linneberg a, curtin ja, warrington nm, standl m, kerkhof m, jonsdottir i, bukvic bk, kaakinen m, sleimann p, thorleifsson g, thorsteinsdottir u, schramm k, baltic s, kreiner-mã•ã´ller e, simpson a, st pourcain b, coin l, hui j, walters eh, tiesler cm, duffy dl, jones g, ring sm, mcardle wl, price l, robertson cf, pekkanen j, tang cs, thiering e, montgomery gw, hartikainen al, dharmage sc, husemoen ll, herder c, kemp jp, elliot p, james a, waldenberger m, abramson mj, fairfax bp, knight jc, gupta r, thompson pj, holt p, sly p, hirschhorn jn, blekic m, weidinger s, hakonarsson h, stefansson k, heinrich j, postma ds, custovic a, pennell ce, jarvelin mr, koppelman gh, timpson n, ferreira ma, bisgaard h, henderson aj; australian asthma genetics consortium (aagc); early genetics and lifecourse epidemiology (eagle) consortium.. meta-analysis of genome-wide association studies identifies ten loci influencing allergic sensitization.   aug;45(8):902-6. doi: 10.1038/ng.2694..","{'doi': '10.1038/ng.2694', 'times_cited': 144, 'recent_citations': 34, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 6.5, 'field_citation_ratio': 18.56, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",144.0,34.0,False,False,False,6.5,18.56,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/strokeaha.113.000949,542,"bå½jot y, mehta z, giroud m, rothwell pm. impact of completeness of ascertainment of minor stroke on stroke incidence: implications for ideal study methods.   jul;44(7):1796-802.","{'doi': '10.1161/strokeaha.113.000949', 'times_cited': 10, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.47, 'field_citation_ratio': 2.18, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",10.0,5.0,False,False,False,0.47,2.18,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1136/jmedgenet-2014-102582,1227,"babbs c, lloyd d, pagnamenta at, twigg srf, green j, mcgowan sj, mirza g, naples r, sharma vp, volpi ev, buckle vj, wall sa, knight sj, international molecular genetic study of autism consortium (imgsac), parr jr, wilkie aom. de novo and rare inherited mutations implicate the transcriptional coregulator tcf20/spbp in autism spectrum disorder.   nov;51(11):737-47. doi: 10.1136/jmedgenet-2014-102582. epub 2014 sep 16. .","{'doi': '10.1136/jmedgenet-2014-102582', 'times_cited': 14, 'recent_citations': 8, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.59, 'field_citation_ratio': 1.83, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",14.0,8.0,False,False,False,0.59,1.83,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.3324/haematol.2013.089490,648,"babbs c, roberts na, sanchez-pulido l, mcgowan sj, ahmed mr, brown jm, sabry ma, wgs500 consortium, bentley dr, mcvean ga, donnelly p, gileadi o, ponting cp, higgs dr, buckle vj. homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type i.   sep;98(9):1383-1387. doi: 10.3324/haematol.2013.089490. epub 2013 may 28.","{'doi': '10.3324/haematol.2013.089490', 'times_cited': 38, 'recent_citations': 17, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.31, 'field_citation_ratio': 10.51, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",38.0,17.0,False,False,False,1.31,10.51,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1074/jbc.m115.696401,1778,"babinsky vn, hannan fm, gorvin cm, howles sa, nesbit ma, rust n et al. allosteric modulation of the calcium-sensing receptor rectifies signaling abnormalities associated with g-protein alpha-11 mutations causing hypercalcemic and hypocalcemic disorders.   mar 18. pii: jbc.m115.696401. [epub 2016/03/20. eng].","{'doi': '10.1074/jbc.m115.696401', 'times_cited': 18, 'recent_citations': 9, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.71, 'field_citation_ratio': 3.44, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",18.0,9.0,False,False,False,1.71,3.44,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1158/0008-5472.can-15-3062,2179,"bachegowda l, morrone k, winski sl, mantzaris i, bartenstein m, ramachandra n et al. pexmetinib: a novel dual inhibitor of tie2 and p38 mapk with efficacy in preclinical models of myelodysplastic syndromes and acute myeloid leukemia.   aug;76(16):4841-9. doi: 10.1158/0008-5472.can-15-3062. epub 2016 jun 10.","{'doi': '10.1158/0008-5472.can-15-3062', 'times_cited': 13, 'recent_citations': 9, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.06, 'field_citation_ratio': 5.91, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",13.0,9.0,False,False,False,1.06,5.91,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.7554/elife.08789,1635,"bachtiar v, near j, johansen-berg h, stagg cj. modulation of gaba and resting state functional connectivity by transcranial direct current stimulation.   sep 18;4.  doi: 10.7554/elife.08789. [epub ahead of print].","{'doi': '10.7554/elife.08789', 'times_cited': 66, 'recent_citations': 47, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.76, 'field_citation_ratio': 9.92, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",66.0,47.0,False,False,False,3.76,9.92,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/s0140-6736(13)61134-4,769,"baeten d,  baraliakos x,  braun j,  sieper j,  emery p,  van der heijde d,  mcinnes i,  van laar jm,  landewå½ r,  wordsworth p,  wollenhaupt j,  kellner h,  paramarta j,  wei j,  brachat a,  bek s,  laurent d,  li y,  wang ya,  bertolino ap,  gsteiger s,  wright am,  hueber w.. anti-interleukin-17a monoclonal antibody secukinumab in treatment of ankylosing spondylitis: a randomised, double-blind, placebo-controlled trial.   nov 23;382(9906):1705-13. doi: 10.1016/s0140-6736(13)61134-4. epub 2013 sep 13.","{'doi': '10.1016/s0140-6736(13)61134-4', 'times_cited': 340, 'recent_citations': 85, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 13.75, 'field_citation_ratio': 50.01, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",340.0,85.0,False,False,False,13.75,50.01,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
